और	en	और	en		CONJ
कमज़ोर	machteloos	कमज़ोर	machteloos	ADP	ADJ
कमज़ोर	impotent	कमज़ोर	impotent	ADP	ADJ
कमज़ोर	stom	कमज़ोर	stom	ADP	ADJ
कमज़ोर	lamme	कमज़ोर	lamme	ADP	N;MASC+FEM;SG
आयुर्विज्ञान	medicijnen	आयुर्विज्ञान	medicijn	N;NOM;FEM;SG;3	N;PL
सऊदी	saoedi	सऊदी	saoedi	PROPN;NOM;MASC;SG;3	PROPN;NEUT;SG
मोम	was	मोम	zijn		V;SG;PST;FIN
मोम	wax	मोम	wax		N;MASC+FEM;SG
सूअर	zwijnen	सूअर	zwijnen	N;NOM;MASC;SG;3	N;PL
सूअर	varkens	सूअर	varkens	N;NOM;MASC;SG;3	N;PL
सौदे	deal	सौदा	deal	N;NOM;MASC;PL;3	N;MASC+FEM;SG
वर्जीनिया	virginia	वर्जीनिया	virginia	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
संतों	saints	संत	saints	N;ACC;MASC;PL;3	N;MASC+FEM;SG
हेक्टेयर	hectaren	हेक्टेयर	hectaar	N;NOM;MASC;SG;3	N;PL
कार्यात्मक	functioneel	कार्यात्मक	functioneel	N;NOM;MASC;SG;3	ADJ
कार्यात्मक	functionele	कार्यात्मक	functioneel	N;NOM;MASC;SG;3	ADJ
उत्सर्जित	uitgestoten	उत्सर्जित	uitstuiten	ADJ;NOM	V;V.PTCP
बुश	struik	बुश	struik	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
बुश	bush	बुश	bush	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
बुश	bosje	बुश	bos	PROPN;NOM;MASC;SG;3	N;NEUT;SG
सपने	droom	सपना	droom	N;NOM;MASC;PL;3	N;MASC+FEM;SG
सपने	dromen	सपना	dromen	N;NOM;MASC;PL;3	V;NFIN
सपने	dream	सपना	dream	N;NOM;MASC;PL;3	N;MASC+FEM;SG
सपने	dromen	सपना	dromen	N;NOM;MASC;PL;3	V;NFIN
सपने	dreams	सपना	dream	N;NOM;MASC;PL;3	N;MASC+FEM;SG
आश्चर्यजनक	verrassende	आश्चर्यजनक	verrassen	PROPN;NOM;MASC;SG;3	V;V.PTCP
आश्चर्यजनक	verrassend	आश्चर्यजनक	verrassen	PROPN;NOM;MASC;SG;3	V;V.PTCP
बसु	basu	बसु	basu	PROPN;NOM;SG;3	N;MASC+FEM;SG
छाती	borst	छाती	borst	V;IPFV;FEM;SG;V.PTCP;ACT	N;MASC+FEM;SG
छाती	borstkas	छाती	borstkas	V;IPFV;FEM;SG;V.PTCP;ACT	N;MASC+FEM;SG
यम	yum	यम	yum		N;MASC+FEM;SG
यम	pluto	यम	pluto		N;MASC+FEM;SG
फ्रांसिस	frans	फ्रांसिस	frans	PROPN;NOM;MASC;SG;3	PROPN;MASC+FEM;SG
फ्रांसिस	francis	फ्रांसिस	francis	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
फ्रांसिस	franciscus	फ्रांसिस	franciscus	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
खिलाडी	spelers	खिलाडी	speler	N;NOM;MASC;SG;3	N;PL
नक्शे	kaarten	नक्शा	kaarten	N;NOM;MASC;SG;3	N;PL
पाइप	buizen	पाइप	buis	N;NOM;MASC;SG;3	N;PL
पाइप	leidingen	पाइप	leiding	N;NOM;MASC;SG;3	N;PL
पाइप	pijpen	पाइप	pijp	N;NOM;MASC;SG;3	V;NFIN
खलनायक	schurken	खलनायक	schurk	N;NOM;MASC;SG;3	N;PL
ईस्टवुड	eastwood	ईस्टवुड	eastwood	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
रूम	kamers	रूम	kamer	N;NOM;MASC;SG;3	N;PL
मैक्सिको	mexicaanse	मैक्सिको	mexicaans	PROPN;NOM;MASC;SG;3	ADJ
मैक्सिको	mexico	मैक्सिको	mexico	PROPN;NOM;MASC;SG;3	PROPN;NEUT;SG
जज	oordelen	जज	oordelen	N;NOM;MASC;SG;3	V;NFIN
नरसिंह	narasimha	नरसिंह	narasimha	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
पुरातन	antiek	पुरातन	antiek		N;MASC+FEM;SG
पुरातन	antieke	पुरातन	antiek		ADJ
अल्फा	alpha	अल्फा	alpha		N;MASC+FEM;SG
अल्फा	alfa	अल्फा	alfa		N;MASC+FEM;SG
अल्फा	alfa	अल्फा	alfa		N;MASC+FEM;SG
छद्म	pseudo	छद्म	pseudo		N;MASC+FEM;SG
ईस्टर	pasen	ईस्टर	pas	N;NOM;MASC;SG;3	V;NFIN
ऑटोमोबाइल	automobiles	ऑटोमोबाइल	automobile	N;NOM;MASC;SG;3	N;PL
राउंड	round	राउंड	round	N;NOM;MASC;SG;3	
राउंड	rond	राउंड	rond	N;NOM;MASC;SG;3	ADP
बेरी	beri	बेरी	beri	PROPN;NOM;FEM;SG;3	V;SG;PRS;FIN
बेरी	bes	बेरी	bes	PROPN;NOM;FEM;SG;3	N;MASC+FEM;SG
बेरी	berry	बेरी	berry	PROPN;NOM;FEM;SG;3	N;MASC+FEM;SG
बेरी	bessen	बेरी	bessen	PROPN;NOM;FEM;SG;3	N;PL
नरम	soft	नरम	soft		N;MASC+FEM;SG
नरम	zachte	नरम	zacht		ADJ
नरम	zacht	नरम	zacht		ADJ
रोमांटिक	romantische	रोमांटिक	romantisch	N;NOM;MASC;SG;3	ADJ
रोमांटिक	romantisch	रोमांटिक	romantisch	N;NOM;MASC;SG;3	ADJ
जन्मदिन	verjaardagen	जन्मदिन	verjaardagen	N;NOM;MASC;SG;3	N;PL
जन्मदिन	jarig	जन्मदिन	jarig	N;NOM;MASC;SG;3	ADJ
काँच	glas	काँच	glas		N;NEUT;SG
काँच	glazen	काँच	glas		N;PL
नेट	net	नेट	net		ADV
नेट	netto	नेट	netto		N;MASC+FEM;SG
नेट	netten	नेट	netten		N;PL
जेरिको	jericho	जेरिको	jericho	PROPN;NOM;MASC;SG;3	N;NEUT;SG
टैगोर	tagore	टैगोर	tagore	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
हॉप	hop	हॉप	hop	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
उत्परिवर्तन	mutatie	उत्परिवर्तन	mutatie	N;NOM;MASC;PL;3	N;MASC+FEM;SG
ओपेरा	opera	ओपेरा	opera	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
जार्ज	joris	जार्ज	joris	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
जार्ज	george	जार्ज	georg	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
कौर	kaur	कौर	kaur	PROPN;NOM;FEM;SG;3	N;MASC+FEM;SG
बिल्ली	poes	बिल्ली	poes	PROPN;NOM;FEM;SG;3	N;MASC+FEM;SG
बिल्ली	kat	बिल्ली	kat	PROPN;NOM;FEM;SG;3	N;MASC+FEM;SG
क्षुद्रग्रह	asteroïden	क्षुद्रग्रह	asteroïd	N;NOM;MASC;SG;3	N;PL
आसमान	luchten	आसमान	luchten	N;NOM;MASC;SG;3	V;NFIN
क्रियाएँ	activiteit	क्रिया	activiteit	N;NOM;FEM;PL;3	N;MASC+FEM;SG
क्रियाएँ	activiteit	क्रिया	activiteit	N;NOM;FEM;PL;3	N;MASC+FEM;SG
वैली	wally	वैला	wally		N;MASC+FEM;SG
स्नेह	affectie	स्नेह	affectie		N;NEUT;SG
स्नेह	genegenheid	स्नेह	genegenheid		N;MASC+FEM;SG
जैक्सन	jackson	जैक्सन	jackson	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
चोर	dieven	चोर	dief	N;NOM;MASC;SG;3	N;PL
कॉपी	gekopieerd	कॉपी	kopiëren		V;V.PTCP
कॉपी	kopiëren	कॉपी	kopier		V;NFIN
कॉपी	kopieer	कॉपी	kopieer		V;SG;PRS;FIN
कॉपी	kopie	कॉपी	kopie		N;MASC+FEM;SG
कॉपी	kopieën	कॉपी	kopieën		N;PL
कॉपी	afschriften	कॉपी	afschrift		N;PL
कॉपी	exemplaren	कॉपी	exemplaar		N;PL
केप	cape	केप	cape	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
केप	kaap	केप	kaap	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
मौसमी	seizoensgebonden	मौसमी	seizoensgebond	PROPN;NOM;SG;3	N;PL
बम्बई	bombay	बम्बई	bombay	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
पंप	pompen	पंप	pomp	N;NOM;MASC;SG;3	V;NFIN
सील	verzegelen	सील	verzegelen		V;NFIN
सील	zegel	सील	zegel		N;NEUT;SG
सील	zeehond	सील	zeehond		N;MASC+FEM;SG
सील	verzegeling	सील	verzegeling		N;MASC+FEM;SG
आभासी	virtueel	आभासी	virtueel	N;NOM;MASC;SG;3	ADJ
आभासी	virtuele	आभासी	virtueel	N;NOM;MASC;SG;3	ADJ
सलीम	salim	सलीम	salim	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
नक्काशी	graveren	नक्काशी	graveren	N;NOM;FEM;SG;3	V;NFIN
नक्काशी	snijden	नक्काशी	snijden	N;NOM;FEM;SG;3	V;NFIN
डबिंग	nasynchronisatie	डबिंग	nasynchronisatie	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
डेविस	davis	डेविस	davis	PROPN;NOM;MASC;SG;3	PROPN;MASC+FEM;SG
होस्ट	gastheren	होस्ट	gastheren	N;NOM;MASC;SG;3	N;PL
ऋणात्मक	negatieve	ऋणात्मक	negatief	N;NOM;MASC;SG;3	ADJ
ऋणात्मक	negatief	ऋणात्मक	negatief	N;NOM;MASC;SG;3	ADJ
जवान	jonge	जवान	jong	N;NOM;MASC;PL;3	ADJ
जवान	jong	जवान	jong	N;NOM;MASC;PL;3	ADJ
जवान	young	जवान	young	N;NOM;MASC;PL;3	N;MASC+FEM;SG
सूफी	sufi	सूफी	sufi	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
डॉग	hond	डॉग	hond	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
डॉग	hondje	डॉग	hondje	PROPN;NOM;MASC;SG;3	N;NEUT;SG
टूल	tools	टूल	tools	N;NOM;MASC;SG;3	N;PL
टूल	gereedschappen	टूल	gereedschap	N;NOM;MASC;SG;3	N;PL
टूल	hulpmiddelen	टूल	hulpmiddel	N;NOM;MASC;SG;3	N;PL
पेरू	peru	पेरू	peru	PROPN;NOM;MASC;SG;3	PROPN;NEUT;SG
भूरा	brown	भूरा	brown	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
भूरा	bruine	भूरा	bruin	PROPN;NOM;MASC;SG;3	ADJ
भूरा	bruin	भूरा	bruin	PROPN;NOM;MASC;SG;3	ADJ
भूरा	browns	भूरा	brown	PROPN;NOM;MASC;SG;3	N;PL
यूनिक्स	unix	यूनिक्स	unix	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
गार्ड	wachters	गार्ड	wachter	N;NOM;MASC;SG;3	N;PL
गार्ड	bewakers	गार्ड	bewaker	N;NOM;MASC;SG;3	N;PL
गिना	telden	गिना	tellen	V;PFV;MASC;SG;V.PTCP;ACT	V;PL;PST;FIN
ब्राह्मी	brahmi	ब्राह्मी	brahmi	PROPN;NOM;MASC;SG;3	N;NEUT;SG
बेसिक	fundamentele	बेसिक	fundamenteel	PROPN;NOM;SG;3	ADJ
बेसिक	basic	बेसिक	basic	PROPN;NOM;SG;3	ADJ
परेड	paraderen	परेड	paraderen	N;NOM;FEM;SG;3	V;NFIN
अलास्का	alaska	अलास्का	alaska	PROPN;NOM;FEM;SG;3	N;NEUT;SG
अंगूर	druiven	अंगूर	druif	N;NOM;MASC;SG;3	N;PL
अंगूर	druiven	अंगूर	druif	N;NOM;MASC;SG;3	N;PL
विश्वव्यापी	worldwide	विश्वव्यापी	worldwide	N;NOM;MASC;SG;3	ADJ
विश्वव्यापी	wereldwijde	विश्वव्यापी	wereldwijde	N;NOM;MASC;SG;3	ADJ
विश्वव्यापी	wereldwijd	विश्वव्यापी	wereldwijd	N;NOM;MASC;SG;3	ADJ
लेनी	leni	ले	leni	V;FEM;NFIN;ACT	N;MASC+FEM;SG
देह	lichaam	देह	lichaam		N;NEUT;SG
देह	body	देह	body		N;MASC+FEM;SG
देह	deh	देह	deh		N;MASC+FEM;SG
जौ	gerst	जौ	gerst		N;MASC+FEM;SG
खाई	greppel	खा	greppel	V;PFV;FEM;SG;V.PTCP;ACT	N;MASC+FEM;SG
खाई	dump	खा	dump	V;PFV;FEM;SG;V.PTCP;ACT	N;MASC+FEM;SG
युवावस्था	jongeren	युवावस्था	jong	N;NOM;FEM;SG;3	ADJ;CMPR
स्टाइल	style	स्टाइल	style	N;NOM;MASC;SG;3	
रेड्डी	reddy	रेड्डी	reddy	PROPN;NOM;SG;3	N;MASC+FEM;SG
ढांचा	frames	ढांचा	frame	N;NOM;MASC;SG;3	N;PL
ढांचा	kaders	ढांचा	kader	N;NOM;MASC;SG;3	N;PL
मजदूरी	salarissen	मजदूरी	salaris	N;NOM;FEM;SG;3	N;PL
मजदूरी	lonen	मजदूरी	loon	N;NOM;FEM;SG;3	N;PL
चैन	chan	चैन	chan		N;MASC+FEM;SG
चैन	ketting	चैन	ketting		N;MASC+FEM;SG
चैन	keten	चैन	keten		N;PL
क्लान	klan	क्लान	klan	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
भ्रष्ट	corrupt	भ्रष्ट	corrupt	PROPN;NOM;MASC;SG;3	ADJ
भ्रष्ट	corrupte	भ्रष्ट	corrupt	PROPN;NOM;MASC;SG;3	ADJ
भ्रष्ट	corrupt	भ्रष्ट	corrupt	PROPN;NOM;MASC;SG;3	ADJ
भ्रष्ट	bedorven	भ्रष्ट	bederven	PROPN;NOM;MASC;SG;3	V;V.PTCP
भ्रष्ट	beschadigd	भ्रष्ट	beschadigen	PROPN;NOM;MASC;SG;3	V;V.PTCP
दामोदर	damodar	दामोदर	damodar	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
पैक	verpakkingen	पैक	verpakking	N;NOM;MASC;SG;3	N;PL
पैक	inpakken	पैक	inpakken	N;NOM;MASC;SG;3	V;NFIN
छाल	blaffen	छाल	blaf	N;NOM;FEM;SG;3	V;NFIN
इराक़	irak	इराका	irak	PROPN;NOM;MASC;SG;3	PROPN;NEUT;SG
वाइन	wijn	वाइन	wijn		N;MASC+FEM;SG
फारस	perzië	फारस	perziën	PROPN;NOM;MASC;SG;3	N;NEUT;SG
शतरंज	schaken	शतरंज	schaken	PROPN;NOM;MASC;SG;3	V;NFIN
शतरंज	schaakspel	शतरंज	schaakspel	PROPN;NOM;MASC;SG;3	N;NEUT;SG
शतरंज	schaak	शतरंज	schaak	PROPN;NOM;MASC;SG;3	N;NEUT;SG
छावनी	cantonment	छावनी	cantonment	N;NOM;FEM;SG;3	ADJ
ग्रीष्म	zomers	ग्रीष्म	zomers		ADV
ग्रीष्म	summers	ग्रीष्म	summer		N;PL
ग्रीष्म	zomer	ग्रीष्म	zomer		N;MASC+FEM;SG
बेल्ट	gordels	बेल्ट	gordel		N;PL
बेल्ट	riemen	बेल्ट	riem		N;PL
बेल्ट	riem	बेल्ट	riem		N;MASC+FEM;SG
बेल्ट	gordel	बेल्ट	gordel		N;MASC+FEM;SG
खां	khan	खाँ	khan	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
मीना	mina	मीना	mina	PROPN;NOM;FEM;SG;3	N;MASC+FEM;SG
एनीमेशन	animaties	एनीमेशन	animatie	N;NOM;MASC;SG;3	N;PL
एलिजाबेथ	elizabeth	एलिजाबेथ	elizabeth	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
एलिजाबेथ	elisabeth	एलिजाबेथ	elisabeth	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
डिएगो	diego	डिएगो	diego	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
पैट्रिक	patrick	पैट्रिक	patrick	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
विक्टर	overwinnaar	विक्टर	overwinnaar	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
विक्टर	victor	विक्टर	victor	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
यूरेनियम	uranium	यूरेनियम	uranium	PROPN;NOM;MASC;SG;3	N;NEUT;SG
श्रद्धांजलि	tributen	श्रद्धांजलि	tribuut	N;NOM;FEM;SG;3	V;NFIN
ढेर	stapels	ढेर	stapel		N;PL
ड्रीम	droom	ड्रीम	droom	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
ड्रीम	dromen	ड्रीम	dromen	PROPN;NOM;MASC;SG;3	V;NFIN
ड्रीम	dream	ड्रीम	dream	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
तुरन्त	onmiddellijk	तुरन्त	onmiddellijk		ADJ
तुरन्त	direct	तुरन्त	direct		ADJ
तुरन्त	onmiddelijk	तुरन्त	onmiddelijk		ADJ
तुरन्त	onmiddellijk	तुरन्त	onmiddellijk		ADJ
तुरन्त	direct	तुरन्त	direct		ADJ
तुरन्त	onmiddelijk	तुरन्त	onmiddelijk		ADJ
क्लबों	club	क्लब	club	N;ACC;MASC;PL;3	N;MASC+FEM;SG
जड़ें	roots	जड़	roots	N;NOM;FEM;PL;3	N;MASC+FEM;SG
सरसों	mosterd	सरस	mosterd	N;ACC;MASC;PL;3	N;MASC+FEM;SG
वार्नर	warner	वार्नर	warn	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
चलना	wandeling	चल	wandeling	V;MASC;NFIN;ACT	N;MASC+FEM;SG
चलना	walk	चल	walk	V;MASC;NFIN;ACT	N;MASC+FEM;SG
मसाले	kruiden	मसाला	kruid	N;NOM;MASC;SG;3	N;PL
मसाले	specerijen	मसाला	specerij	N;NOM;MASC;SG;3	N;PL
लेबनान	libanon	लेबनान	libanon	PROPN;NOM;MASC;SG;3	N;NEUT;SG
भट्टाचार्य	bhattacharya	भट्टाचार्य	bhattacharya	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
रूपक	metaforen	रूपक	metafor	N;NOM;MASC;SG;3	N;PL
शैवाल	algen	शैवाल	alg	N;NOM;MASC;SG;3	N;PL
प्रचारक	initiatiefnemers	प्रचारक	initiatiefnemer	N;NOM;MASC;SG;3	N;PL
स्वीडिश	zweedse	स्वीडिश	zweeds	PROPN;NOM;MASC;SG;3	ADJ
स्वीडिश	zweeds	स्वीडिश	zweeds	PROPN;NOM;MASC;SG;3	ADJ
स्वीडिश	zweden	स्वीडिश	zweden	PROPN;NOM;MASC;SG;3	PROPN;NEUT;SG
एडम्स	adams	एडम्स	adam	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
मंत्रिमंडल	ministeries	मंत्रिमंडल	ministerie	N;NOM;MASC;SG;3	N;PL
पहना	droegen	पहन	dragen	V;PFV;MASC;SG;V.PTCP;ACT	V;PL;PST;FIN
सिखों	sikh	सिख	sikh	N;ACC;MASC;PL;3	N;MASC+FEM;SG
पैतृक	vaderlijke	पैतृक	vaderlijk	N;NOM;MASC;SG;3	ADJ
लेट	late	लेट	laat	N;NOM;FEM;SG;3	ADJ
लेट	laat	लेट	laten	N;NOM;FEM;SG;3	V;SG;PRS;FIN
जेरी	jere	जेरी	jeer	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
जेरी	jerry	जेरी	jerry	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
जेरी	mof	जेरी	mof	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
पतला	skinny	पतला	skinny	ADJ;NOM;MASC;SG	N;MASC+FEM;SG
पतला	thin	पतला	thin	ADJ;NOM;MASC;SG	
न्यूज	nieuwsberichten	न्यूज	nieuwsbericht	N;NOM;FEM;SG;3	N;PL
न्यूज	nieuws	न्यूज	nieuws	N;NOM;FEM;SG;3	ADJ
आइलैंड	eiland	आइलैंड	eiland	PROPN;NOM;MASC;SG;3	N;NEUT;SG
कमला	kamala	कमला	kamala	PROPN;NOM;FEM;SG;3	N;MASC+FEM;SG
कमाल	awesome	कमाल	awesome		N;MASC+FEM;SG
कमाल	geweldig	कमाल	geweldig		ADJ
कमाल	gaaf	कमाल	gaaf		ADJ
कमाल	fantastisch	कमाल	fantastisch		ADJ
मालिश	massages	मालिश	massage	N;NOM;MASC;SG;3	N;PL
मालिश	massages	मालिश	massage	N;NOM;MASC;SG;3	N;PL
कॉमिक	comic	कॉमिक	comic		N;MASC+FEM;SG
कॉमिक	komiek	कॉमिक	komiek		N;MASC+FEM;SG
आसवन	distilleren	आसवन	distilleren	N;NOM;MASC;SG;3	V;NFIN
मॉनमाउथ	monmouth	मॉनमाउथ	monmouth	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
क्षतिपूर्ति	schadevergoedingen	क्षतिपूर्ति	schadeverergoeding	N;NOM;FEM;SG;3	N;PL
सूखा	droge	सूखा	droog	PROPN;NOM;MASC;SG;3	ADJ
सूखा	droog	सूखा	droog	PROPN;NOM;MASC;SG;3	ADJ
सूखा	drogen	सूखा	drigen	PROPN;NOM;MASC;SG;3	V;NFIN
सूखा	droogte	सूखा	droogte	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
रहस्यमय	geheimzinnig	रहस्यमय	geheimzinnig	PROPN;NOM;MASC;SG;3	ADJ
रहस्यमय	mysterieuze	रहस्यमय	mysterieus	PROPN;NOM;MASC;SG;3	ADJ
रहस्यमय	geheimzinnige	रहस्यमय	geheimzinnig	PROPN;NOM;MASC;SG;3	ADJ
रहस्यमय	mysterieus	रहस्यमय	mysterieus	PROPN;NOM;MASC;SG;3	ADJ
इस्लामिक	islamitische	इस्लामिक	islamitisch	PROPN;NOM;MASC;SG;3	ADJ
इस्लामिक	islamitisch	इस्लामिक	islamitisch	PROPN;NOM;MASC;SG;3	ADJ
रजिस्टर	registers	रजिस्टर	register	N;NOM;MASC;SG;3	N;PL
रजिस्टर	inschrijven	रजिस्टर	inschrijven	N;NOM;MASC;SG;3	V;NFIN
रजिस्टर	registreren	रजिस्टर	registreren	N;NOM;MASC;SG;3	V;NFIN
सिंगल	alleenstaande	सिंगल	alleenstaande	PROPN;NOM;MASC;SG;3	V;V.PTCP
सिंगल	single	सिंगल	single	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
सिंगल	alleenstaand	सिंगल	alleenstaand	PROPN;NOM;MASC;SG;3	ADJ
सिंगल	vrijgezel	सिंगल	vrijgezel	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
अनूदित	vertaald	अनूदित	vertalen	PROPN;NOM;MASC;SG;3	V;V.PTCP
चमत्कार	mirakels	चमत्कार	mirakel	N;NOM;MASC;SG;3	N;PL
चमत्कार	wonderen	चमत्कार	wond	N;NOM;MASC;SG;3	N;PL
चमत्कार	wonderen	चमत्कार	wond	N;NOM;MASC;SG;3	N;PL
गेट्स	gates	गेट्स	gaat	PROPN;NOM;MASC;SG;3	N;PL
गेट्स	poorten	गेट्स	poort	PROPN;NOM;MASC;SG;3	N;PL
संचय	cache	संचय	cach		N;MASC+FEM;SG
डैनियल	daniel	डैनियल	daniel	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
डैनियल	daniël	डैनियल	daniël	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
वायरलेस	draadloos	वायरलेस	draadloos	N;NOM;MASC;SG;3	ADJ
फिलाडेल्फिया	philadelphia	फिलाडेल्फिया	philadelphia	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
टुकड़ा	snij	टुकडा	snij	N;NOM;MASC;SG;3	V;SG;PRS;FIN
टुकड़ा	snijden	टुकडा	snijden	N;NOM;MASC;SG;3	V;NFIN
स्पैनिश	spaanse	स्पैनिश	Spaans	PROPN;NOM;MASC;SG;3	ADJ
स्पैनिश	spaans	स्पैनिश	spaans	PROPN;NOM;MASC;SG;3	ADJ
