категорија	kategooria
века	sajandeid
века	sajandite
трофеј	trofee
академик	akadeemiline
академик	akadeemilise
слаба	nõrk
слаба	nõrga
слаба	nõrgad
термини	terminid
внесување	import
внесување	impordi
змии	maod
ракописи	käsikiri
ракописи	käsikirja
оддалечено	pult
диви	wild
диви	metsik
диви	metslane
гувернерот	kuberner
хотели	hotellid
северот	põhi
северот	põhja
северот	põhjas
кара	kara
кара	cara
прослави	pidustused
прослави	tähistas
служеле	teenis
служеле	teeninud
служеле	serveeritud
капетанот	kapten
болоња	bologna
живите	elamine
живите	elav
директори	direktorite
омраза	vihkamine
омраза	vihkamist
омраза	viha
омраза	vihkamine
урбани	urban
поморски	merendus
забрзување	kiirendamine
забрзување	kiirendus
забрзување	kiirendamine
отвор	lehter
терористички	terrorist
диско	disko
банкарство	panganduse
банкарство	pangandus
специфичен	konkreetne
специфичен	spetsiifilised
специфичен	konkreetsete
специфичен	spetsiifiline
иствуд	eastwood
сектори	sektorid
сфаќа	mõistab
донесува	toob
каеда	qaeda
судбина	saatuse
судбина	saatus
судбина	saatuse
судбина	saatus
гана	ghana
креирање	loo
креирање	luua
креирање	loomine
креирање	looming
креирање	loomine
јадења	nõud
јадења	nõusid
сопственици	omanikud
применета	kohaldatud
применета	rakendatud
атомски	aatom
атомски	aatomi
полни	täis
полни	täielik
репутација	mainet
репутација	maine
репутација	reputatsioon
капија	värav
споменат	mainis
споменат	mainitud
споменат	mainiti
ридови	hills
пареа	auru
пареа	aur
маченици	märt
ограничено	piiratud
ограничено	limited
ограничено	piiratud
реалност	tegelikkus
реалност	reaalsus
бременоста	rasedus
напор	jõupingutusi
напор	jõupingutused
напор	pingutus
помогна	aitasid
помогна	aitas
помогна	aidanud
непал	nepali
падне	kukkumine
падне	kuku
одобрување	heakskiit
одобрување	heakskiitmine
прекршување	rikkumine
татковина	kodumaa
татковина	isamaa
татковина	kodumaa
татковина	isamaa
дестинации	sihtkohad
теза	väitekirja
професионално	professionaal
професионално	professionaalne
професионално	ametialane
професионално	professionaalselt
гробница	haud
гробница	haua
мебел	mööbel
пасишта	karjamaa
габриел	gabriel
габриел	gabrielle
тренинг	koolitus
тренинг	koolitused
тренинг	väljaõpe
тренинг	treeningud
воз	rongi
воз	rong
аирес	aires
вклучено	kaasatud
емитување	ülekanne
емитување	ringhäälingu
заменети	asendatud
заменети	asendatakse
последователно	järgnevalt
последователно	seejärel
инженери	insenerid
прецизно	täpne
прецизно	täpsed
почетна	alustamine
почетна	käivitamine
возење	ratsutada
возење	sõit
возење	sõitmas
возење	sõidab
возење	sõitmine
невработеност	tööpuudus
невработеност	töötus
брзи	kiire
брзи	kiiresti
паркер	parker
засилување	abiväed
засилување	abiväge
засилување	tugevdamine
максим	maksim
максим	maximus
максим	maksim
предложи	soovitatud
предложи	soovitas
предложи	soovita
комплетно	täielikult
комплетно	täiesti
писателка	kirjutaja
писателка	kirjanik
масакрот	veresaun
масакрот	veresauna
масакрот	tapatalgud
десетици	kümned
десетици	kümneid
десетици	kümned
десетици	tosinaid
придружба	kaaskond
придружба	saatjad
клиент	kliendi
клиент	klient
типичен	tüüpilised
типичен	tüüpiline
просечно	keskmine
загриженост	mured
загриженост	muretse
загриженост	muret
загриженост	mure
американци	ameeriklased
вајлд	wilde
роденден	sünnipäeva
роденден	sünnipäev
експлозија	plahvatus
славните	kuulsus
непријател	vaenlane
непријател	vaenulik
непријател	vaenulikud
глумица	näitleja
глумица	näitlejanna
железно	raud
железно	raua
апсолутна	absoluutne
апсолутна	absoluutse
дер	der
раб	serv
раб	edge
мисии	missioonid
мисии	missioonide
камера	kaamera
стопанство	kaubandus
индивидуален	üksikute
индивидуален	individuaalsed
индивидуален	individuaalne
ланд	maa
ланд	maad
ланд	land
флеш	flash
флеш	välk
иконите	ikoonid
терминал	terminal
терминал	terminali
нигер	niger
нигер	nigeri
духови	kummitused
духови	vaimud
духови	vaimud
духови	hinged
поблиску	lähemale
поблиску	lähemal
поблиску	lähemalt
церемонија	tseremoonia
недостиг	puudujääk
недостиг	puudus
забелешки	märkused
забелешки	märkmed
забелешки	märkused
ефикасно	efektiivne
ефикасно	tõhus
ефикасно	tõhusad
ефикасно	efektiivselt
ефикасно	tõhusalt
ефикасно	efektiivne
ефикасно	tulemuslik
ефикасно	tõhus
ефикасно	tõhusad
ефикасно	efektiivselt
ефикасно	tõhusalt
наследен	pärinud
наследен	pärilik
лоза	viinapuu
зелен	roheline
злосторства	kuriteod
археологија	arheoloogia
венци	pärjad
мирување	jõude
бијонсе	beyoncé
грин	greene
сфера	sfääri
сфера	kera
живеалишта	elupaikade
живеалишта	elupaikade
живеалишта	elupaiga
живеалишта	eluruumide
живеалишта	elatise
рог	rogue
рог	allumatu
рог	sarv
католички	katoliiklane
католички	katoliku
прес	press
прес	ajakirjandus
прес	pressi
прес	vajuta
убиства	mõrv
убиства	tapmised
убиства	mõrvad
почетоци	algused
судови	kohtud
податок	andmed
маска	mask
бунтот	mäss
сива	hallid
сива	hall
сива	grey
прогласи	teatab
прогласи	kinnitab
прогласи	deklareerib
прогласи	deklareeritud
прогласи	kuulutatud
прогласи	kuulutada
жолто	kollase
жолто	kollased
жолто	kollane
дизајниран	kujundatud
дизајниран	disainitud
дизајниран	projekteeritud
дизајниран	kavandatud
фановите	fänne
