और	en
स्पष्टीकरण	clarification
निराश	teleurgesteld
निराश	gefrustreerd
यूट्यूब	youtube
यथार्थवादी	realistiese
शक्तियाँ	bevoegdhede
सान	san
आंकड़ा	data
कारखाना	fabriek
इब्न	ibn
किम	kim
फलक	bord
फलक	borde
फलक	paneel
फलक	panel
पते	adresse
मैसाचुसेट्स	massachusetts
ध्वन्यात्मक	fonetiese
निपुण	meester
ताजिकिस्तान	tadjikistan
निलंबित	afgestel
निलंबित	uitgesit
डार्विन	darwin
बंदूक	gun
कलश	pot
जुडी	judy
कंपन	vibrasies
कंपन	vibreer
एयरवेज	airways
संतुष्टि	tevredenheid
संवेग	momentum
बाघों	tier
बाघों	tiger
बाघों	tigers
वंशावली	genealogie
निमोनिया	longontsteking
एस्टेट	estate
एस्टेट	landgoed
गुरुवार	donderdae
गुरुवार	donderdag
वॉल्ट	walt
वॉल्ट	vault
अयोग्य	waardeloos
उत्पीड़न	teistering
उत्पीड़न	assault
आमिर	amir
उमर	omar
मिलर	miller
कोणीय	detailed
जोन	johanna
जोन	joan
शाखाएं	takke
मानकीकरण	standardisering
नशे	dronk
पुकारा	geroep
पुकारा	gebel
पुकारा	naamlik
झंडा	vlaggie
झंडा	vlag
झंडा	rapporteer
ग्लास	glas
घेर	omsingel
घेर	surround
आंत	gut
फ़ुट	voete
क्रियान्वयन	implementering
यूक्रेन	oekraïne
रुपया	roepee
निसान	nissan
दैत्य	reus
दैत्य	monster
प्रक्रम	proses
गवाह	getuies
गवाह	getuienis
क्रिश्चियन	christian
क्रिश्चियन	christene
क्रिश्चियन	christen
क्रिश्चियन	christiaan
पत्रकारों	joernaliste
पत्रकारों	verslaggewers
मजाक	joke
बेकर	baker
बेकर	bakker
बेकर	becker
कांड	scandal
कांड	skandaal
गर्व	trots
क्लोरीन	chloor
संगीतकारों	musikante
मिठाई	lieflike
मिठाई	soet
मिठाई	nagereg
मिठाई	woestyn
मिठाई	nageregte
चांद	maan
बदलना	plaasvervanger
सड़कें	paaie
सड़कें	strate
प्रीमियम	premium
घेरा	omtrek
घेरा	sirkel
एक्सेस	toegang
वेबसाईट	webwerwe
यूएसए	vsa
हाथियों	elephants
डिजाइनर	ontwerper
अग्र	voorkant
अग्र	voor
अग्र	front
टमाटर	tamatie
टमाटर	tamaties
खरीदारी	aankoop
खरीदारी	aankope
खरीदारी	inkopies
खरीदारी	shopping
स्वराज	swaraj
फेयर	redelik
प्रतीकात्मक	simboliese
प्रतीकात्मक	simbolies
शंकु	kegel
शंकु	cone
वृद्ध	oud
वृद्ध	ou
वृद्ध	ouer
सिक्का	muntstuk
सिक्का	coin
पर्दे	gordyne
घोटाले	scandal
घोटाले	skandaal
रनों	runs
लाभांश	dividend
आटा	meel
सभ्यताओं	beskawings
जासूस	speurder
जासूस	spy
नमस्कार	hallo
नमस्कार	hello
निर्मल	deurskynend
निर्मल	deursigtig
कार्यक्षेत्र	tuis
कार्यक्षेत्र	werkplek
कार्यक्षेत्र	werksplek
मोटरसाइकिल	motorfietse
मोटरसाइकिल	motorfiets
अंटार्कटिक	antarktika
डैनी	danny
बेड़े	fleet
पंद्रह	vyftien
पंद्रह	vyftiende
प्रबंधित	beheerde
मनोरंजक	pret
मनोरंजक	onthaal
एडम	adam
अनगिनत	oneindige
सुन्नी	sunni
आदर्शों	ideale
डिवाइस	toestel
डिवाइस	toestelle
लियोन	leon
हीन	klein
ऑब्जेक्ट	voorwerp
ऑब्जेक्ट	voorwerpe
ऑब्जेक्ट	objekte
पेंटिंग	skilder
पेंटिंग	skildery
सूचियाँ	lyste
एमटीवी	mtv
एवरेस्ट	everest
बकरी	bok
बकरी	goat
स्विफ्ट	swift
कुर्सी	chair
कुर्सी	voorsitter
कुर्सी	stoel
सिंधी	sindhi
दोहरा	dubbel
दोहरा	dubbele
दोहरा	dual
रैली	rally
रैली	saamtrek
दीपावली	diwali
कलन	calculus
संविदा	kontrak
नेटस्केप	netscape
रॉबिन	robin
बैंगनी	pers
बैंगनी	violets
बैंगनी	pers
बैंगनी	violet
प्रक्षेपास्त्र	vuurpyl
प्रक्षेपास्त्र	rocket
बीजिंग	beijing
स्वैच्छिक	vrywillige
स्वैच्छिक	vrywillig
फोटोग्राफी	fotografie
प्रौढ़	volwassene
कैलिफ़ोर्निया	california
कैलिफ़ोर्निया	kalifornië
धड़	romp
कैलगरी	calgary
पैकेट	packet
साउंडट्रैक	klankbaan
वार्तालाप	gesprek
वार्तालाप	gesprekke
बुद्धिमान	intelligente
उभरते	emerging
फोकस	fokus
वन्यजीव	natuurlewe
रुझान	trend
रुझान	tendens
रुझान	neiging
रुझान	neigings
रुझान	gewild
रुझान	neigings
वेशभूषा	kostuum
वेशभूषा	kostuums
भागीदार	deelnemers
भागीदार	deelnemer
स्पेंसर	spencer
अस्पतालों	hospitale
विक्रेताओं	verkopers
पुस्तिका	boekie
तुर्कमेनिस्तान	turkmenistan
देखिए	sien
आधुनिकता	modernity
रॉबर्ट्स	roberts
क्लाइंट	kliënt
क्लाइंट	kliënte
राँची	ranchi
डायरी	dagboek
अपडेट	opdateer
अपडेट	opgedateer
अपडेट	opdaterings
अपडेट	bywerkings
अपडेट	wysigings
चैम्पियन	champ
चैम्पियन	kampioen
डेनिस	denise
डेनिस	dennis
डेनिस	denis
जोएल	joel
मैगज़ीन	tydskrifte
सीमाएं	beperkings
शंघाई	shanghai
जहांगीर	jahangir
वाइस	vice
किट	kit
भ्रमित	confused
भ्रमित	verward
संस्मरण	memoir
बाप	vader
थाली	plate
थाली	plaat
नग्न	naked
नग्न	naak
एनालॉग	analoog
प्रतिबिंब	refleksie
प्रतिबिंब	weerspieël
प्रतिबिंब	spieël
प्रतिबिंब	spieëlbeeld
प्रतिबिंब	dupliseer
ब्लेड	blade
ब्लेड	lemme
सदिश	vektore
स्थगित	uitgestel
स्थगित	hangende
स्थगित	uitstaande
गिरोह	bende
दायित्वों	verpligtinge
पावन	heilig
पावन	heilige
पावन	holy
मर्यादा	waardigheid
मर्यादा	oorkom
मर्यादा	menswaardigheid
बैले	ballet
बसंत	lente
शर्ट	hemp
शर्ट	hemde
न्यायाधीशों	regters
सेंसर	sensors
सेंसर	sensor
स्टैंड	staan
स्टैंड	stalletjies
उपनिवेशों	colony
उपनिवेशों	kolonie
बहुवचन	meervoud
एकाधिकार	monopolie
एकाधिकार	monopoly
एकदिवसीय	odi
विनाशकारी	vreeslike
मिसौरी	missouri
बहुराष्ट्रीय	multinasionale
मारी	marie
मारी	marié
शुभारंभ	lansering
आमेर	amer
दारा	darius
दारा	dara
फ़्रांसीसी	frans
फ़्रांसीसी	franse
जादूगर	towenaar
जादूगर	assistent
जादूगर	towenaar
पड़ेगा	gotta
प्रतिमान	patroon
प्रतिमान	paradigm
सच्चा	waar
सच्चा	true
वोल्ट	volt
अमोनिया	ammoniak
विश्लेषणात्मक	analitiese
प्रतिबद्धता	verbintenis
प्रतिबद्धता	commitment
डू	doo
विधायिका	wetgewer
पकड़ा	vasgevang
कॉफ़ी	koffie
उल्टा	omgekeer
उल्टा	reverse
उल्टा	agteruit
एलेन	ellen
किराए	huur
न्यायालयों	howe
एस्टन	aston
मांसपेशी	spier
तूफ़ान	storms
तूफ़ान	typhoon
तूफ़ान	storm
कड़ा	hard
कड़ा	harde
कड़ा	moeilik
बारूद	buskruit
पड़ाव	mylpaal
एंजाइम	ensiem
मूसा	moses
मूसा	musa
मूसा	moosa
पिंक	pienk
बैरी	barry
जीप	jeep
चलाना	aksie
चलाना	uitvoering
दादी	ouma
दादी	ouma
कमिश्नर	kommissaris
पहाड़ियाँ	hills
मैथ्यू	matthew
मैथ्यू	matteus
गंधक	swael
गंधक	swawel
गंधक	swael
षड्यंत्र	conspiracy
अंडमान	andaman
दूषित	korrupte
दूषित	korrup
पश्च	agterste
मिर्ज़ा	mirza
हीरे	ruite
हीरे	diamonds
प्रशिक्षक	instrukteur
नास्तिक	ateïs
प्रचारित	bevorder
अमूर्त	abstrakte
सौभाग्य	fortuin
सौभाग्य	fortuin
ब्रायंट	bryant
गैरी	garry
गैरी	gary
साइमन	simon
हिब्रू	hebreeus
बर्ड	voël
चैत्र	chaitra
आत्मसमर्पण	teruggawe
आत्मसमर्पण	uitlewering
एथलेटिक्स	atletiek
तैराकी	swem
हक	haq
संस्थागत	institusionele
चिट्ठा	blog
चिट्ठा	webjoernaal
चिट्ठा	webjoernaalsfeer
ठंड	cold
ठंड	koue
ठंड	koud
चूहे	muise
चूहे	ngc
चूहे	rotte
चूहे	rats
लीड	leidrade
लीड	lei
लीड	lood
